textID,text,selected_text,sentiment
7ef7bc5e68,Finally it`s Friday! Things are going to be so different starting next week...my house will be empty!,Finally it`s Friday! Things are going to be so different starting next week...my house will be empty!,neutral
0ab362bdcd,I am loving this beautiful monday morning!,I am loving this beautiful monday morning!,positive
da61b7cac9,says everyone was busy  http://plurk.com/p/rou4v,says everyone was busy,neutral
6dfe3356d2,Heading home in the rain  no pool today...guess I will hit the treadmill instead.,Heading home in the rain  no pool today...guess I will hit the treadmill instead.,neutral
7280188899,My roommate has officially started packing,My roommate has officially started packing,neutral
ed88ba0589," hi ty. good morning. happy mom`s day to your mom. i love that your entire family is adding me on FB! i love `em, very sweet!",love,positive
915f46f043,_Hammond Were on the way home from a night in London! Was lovely! Now working all weekend and Monday  when the weathers nice x,lovely!,positive
3756f5fea8, haha its awesome i always have to use it when i eat,s awesome,positive
828bc045fc,_b I met  at EPIC - he said you were at SS Coffee... I thought he just meant sitting there drinking a lot of coffee,_b I met  at EPIC - he said you were at SS Coffee... I thought he just meant sitting there drinking a lot of coffee,neutral
0842f5fa34,did it!!  back in pakistan! - http://bkite.com/07kBQ,did it!!  back in pakistan! - http://bkite.com/07kBQ,neutral
48d1c69d94," Easy, I`m trying to learn   Serious and normal....two new words for me ;)","Easy,",positive
84268c3836,_127 not nice.rather be one or the other.lol,_127 not nice.rather be one or the other.lol,neutral
00c1a9da91,whenever it rains it`s so hard to get motivated,whenever it rains it`s so hard to get motivated,negative
b01500b293,chillin` with Kealie.,chillin` with Kealie.,neutral
3aee2b7ff8,_cohen I am lost. Please help me find a good home.,I am lost. Please help me find a good home.,neutral
7600ae3509," I wanted to, but I sadly work today.  Normally, I don`t work Fridays, either.",sadly,negative
1de0c75b43,"is hungry, but can`t leave for lunch",can`t leave for lunch,negative
516fb3e1b2, I wish he was still around.   there was a litter under our azalea. I caught DD in the back yard @ 6 am with bunnies in her lap.,I wish he was still around.   there was a litter under our azalea. I caught DD in the back yard @ 6 am with bunnies in her lap.,neutral
16a4595d02,likes being friends but it hurts when u love your friend but the feelings arent the same. trying to sleep. has to really try to give up.,likes being friends but it hurts when u love your friend but the feelings arent the same. trying to sleep. has to really try to give up.,neutral
07fbfa335e,Happy Star Wars Day everyone! May the 4th be with you,Happy Star Wars Day everyone! May the 4th be with you,positive
395a5c0c9b,_MJA ..I don`t know who gon do the yelling & cussing for upgrades when u go.,I don`t know who gon do the yelling & cussing for upgrades when u go.,neutral
a37594b015,finished my capital transactions exam . . . as another monkey climbs down my back. looking forward to being in a glorious mood tomorrow.,glorious mood,positive
138aab6efa,  They don`t do car audio,They don`t do car audio,neutral
098edab5a5,"ok.. BEST SNL episode i`ve seen in a hot minute. Justin is wonderful and Ciara has muscles..the end. G`nitey, tweet tweets!",wonderful,positive
cbd2a79665,Good morning everyone i hope you all have a great day  even though  it is Monday keep on smiling,Good,positive
4eab89615d,Watching Jimmy F.  delete all his social network profiles  No more Jimmy cyber time.,Watching Jimmy F.  delete all his social network profiles  No more Jimmy cyber time.,neutral
d4f47f10dd,the grates & children collide tonight,the grates & children collide tonight,neutral
a14c57c2aa, I thought I was the only one with the tags on the outside of my shirt,I thought I was the only one with the tags on the outside of my shirt,neutral
601586df5e,There are ants on my lollipop,There are ants on my lollipop,neutral
e144ff3003, thanks  i love the word CRIKEY it`s like my sayin`,thanks,positive
3cfcad1ae5,"Husband Went off to bed, now off to missing him again until he is off again Tuesday",now off to missing him,negative
6c923b5e6a, and  there is no top 40 radio station in fresno!,and  there is no top 40 radio station in fresno!,neutral
8c03c271d5,Still working on music grades...outside on the deck...sun is behind a big gray cloud,Still working on music grades...outside on the deck...sun is behind a big gray cloud,neutral
82718a6a7e, i tryed that the other day but they werent giving up what they were using!,i tryed that the other day but they werent giving up what they were using!,neutral
cd89899831, peter!! follow me!! oh and have fun in europe!,fun,positive
a907a8f7ee,"Wal-Mart orientation...it`s work, but seriously...this sucks","Wal-Mart orientation...it`s work, but seriously...this sucks",negative
344467bdaf, ay buti pa kayo!!!! uy thank you!!,y thank you!!,positive
8a87bf47ff," oh dear, thats not good - I hope you get through it all with a smile","oh dear, thats not good - I hope you get through it all with a smile",neutral
6b913a6312,Ahhhh I think the rain is gonna begin shortly,Ahhhh I think the rain is gonna begin shortly,neutral
40c138306d,there are some really scary noises coming from outside,scary noises,negative
c860b727a2, Oh I know. For a while they cancelled the 5pm Oxford to Paddington every Friday evening because of staff shortages,Oh I know. For a while they cancelled the 5pm Oxford to Paddington every Friday evening because of staff shortages,neutral
c5e5b5d613,puppy I wanted was adopted yesterday  I guess my dogs don`t get a little brother anytime soon. but at least he isn`t in a shelter now,puppy I wanted was adopted yesterday  I guess my dogs don`t get a little brother anytime soon. but at least he isn`t in a shelter now,neutral
4b08c65e4a,In class till 12  wishing the rain would go away!!,In class till 12  wishing the rain would go away!!,neutral
d725e89aba, a buff guy.....unfortunatly alot of people dont know Danny`s name either which is sad   Sophie is so sweet,a buff guy.....unfortunatly alot of people dont know Danny`s name either which is sad   Sophie is so sweet,neutral
f5cbc456a6,An extra night in pasadena with sergi baby cuz i `missed` my train to riverside,An extra night in pasadena with sergi baby cuz i `missed` my train to riverside,neutral
7f80d04a39," so wish I was there with ya, but at 6:48am Belgian time I was sleeping...time diff sucks. Take me there!",sucks.,negative
0878fd9312, im sorry. I fail.,im sorry.,negative
cda4d0d16e, plz dont fall in love with tokyo and never come home,plz dont fall in love with tokyo and never come home,neutral
7d57d5fe91,"Ride bmx on the beach in Burgas, after careoke night","Ride bmx on the beach in Burgas, after careoke night",neutral
a91ae520ff,at BIF.... i love this buliding....,love,positive
9ae78ce646," ease of use, better camera, syncs w/iTunes, smaller (I looked at Storm), more eye-appealing & not clunky. -just a few!","ease of use, better camera, syncs w/iTunes, smaller (I looked at Storm), more eye-appealing & not clunky. -just a few!",neutral
0752d2ae7b,"loves the new Mother`s Day snl digital short, mother lover, oohhhh cornyness",loves the new Mother`s Day,positive
5714d6ed93,Back from NYC... convinced on moving to the LES by Fall,Back from NYC... convinced on moving to the LES by Fall,neutral
2315484618,"Star Wars day? I didn`t know there was a such thing  May the force, be with you <3","May the force, be with you",positive
7c843939bb,"ned to go to beathroom, don`t know if i can reach/find clothes. need to walk outsie to get to bathroom. ok at night, not ok in daylight.","ned to go to beathroom, don`t know if i can reach/find clothes. need to walk outsie to get to bathroom. ok at night, not ok in daylight.",neutral
475e4e4129,Halla Miss Haloom  .. how are you dear? am doing fine so far but .. eeem worrying about rationale project.. Allah eyaseer inshallah,Halla Miss Haloom  .. how are you dear? am doing fine so far but .. eeem worrying about rationale project.. Allah eyaseer inshallah,neutral
6002527ae9,"Duuuude, Tim said that they`re making a Red vs Blue animated series! It`ll be either on Adult Swim or G4. I hope AS, coz I don`t have G4!","Duuuude, Tim said that they`re making a Red vs Blue animated series! It`ll be either on Adult Swim or G4. I hope AS, coz I don`t have G4!",neutral
9f6406d442," *laughs* reading?!  not happening!  i`m glad alice was in the shower, she should`ve seen that we were going to be worried","*laughs* reading?!  not happening!  i`m glad alice was in the shower, she should`ve seen that we were going to be worried",neutral
ff8d86d5b8," HAHAHAHAHAHAHAHAHAHAHAHA I love it!!! No, actually, I have been having mad cravings lately though","HAHAHAHAHAHAHAHAHAHAHAHA I love it!!! No, actually, I have been having mad cravings lately though",positive
5f10e6f054,_Jolene Try 90 4 next 3 days!  :O  Yuk!    lol  n e thing poppin` @ SN?,_Jolene Try 90 4 next 3 days!  :O  Yuk!    lol  n e thing poppin` @,neutral
98e7b8d07c,"Being tall has its ups and downs , my legs are in pain",pain,negative
a5393bcaec, yummy thanks  strangely quiet too. Kids are downstairs harassing Lance,yummy thanks  strangely quiet too. Kids are downstairs harassing Lance,neutral
03ebd3d1c7,I am so **** hungry it`s not even funny!,it`s not even funny!,negative
11d9d20992, Link doesn`t work,Link doesn`t work,neutral
f32cda6b13,@ Nickchien _ i am happy to break my twitter virginity with you two.,happy,positive
63a639e120, we miss you in SE Asia. Come visit us when you have time.,we miss you in SE Asia. Come visit us when you have time.,negative
f01bf7972a," Hey, sorry I didn`t get in touch sooner! We didn`t go by Bologna. It was out of our way","Hey, sorry I didn`t get in touch sooner!",negative
81c29a90cd,is actual gonna need a new job and not just want,is actual gonna need a new job and not just want,neutral
5591577e64,Awww my daddy! Got in a car accident! Pray for him! He`s shook`n up a lil!,Got in a car accident! Pr,negative
1152728fc8, **** your in trouble now  why don`t you try with one of those companys that buys your house for you,**** your in trouble now,negative
fc8fb7b64f,"Ah, lets start working! Livingroom here I come","Ah, lets start working! Livingroom here I come",neutral
3f711095eb,"June is going to be a long, lonely month.",lonely,negative
fbb1d6942e,Im still in my my pjs  but I haveto get dressed cuz Im going to see Dancing on Ice live,Im still in my my pjs  but I haveto get dressed cuz Im going to see Dancing on Ice live,neutral
3985058313,My last full day of even day classes. I`m a little sad,My last full day of even day classes. I`m a little sad,negative
3335c809b2, G`night!,G`night!,neutral
eed15639be,Picking up a couple toys tonight! D300 and 50mm f/1.4! YAY!! :-D Just for the weekend though,YAY!!,positive
952c19e1f8, wassup m8 ... bad day not good,. bad day not good,negative
0165f68483,Working 12 hours saturday and sunday  atleast i`ll have my phone to keep me company..,Working 12 hours saturday and sunday  atleast i`ll have my phone to keep me company..,neutral
bde58be518,my fab broke,my fab broke,negative
7a5e9f29a4, i graduate at 9am on Sunday June 14th...,i graduate at 9am on Sunday June 14th...,neutral
e71d17cb87,"_x Haha, You sound like lizzie :L she`s got a sister who is older than her, and she`s like argh :@ all the time",argh,negative
9006dda75f, i looooove me some star trek. runs in the family,looooove,positive
e55ed3d632, Oh yah! My dad does that. But I don`t have a landline.,Oh yah!,positive
fe821fe501,http://twitpic.com/4jj4j - Birthday Breakfast! Yummm- chai & an apple fritter,Yummm-,positive
1339f585ea,sooo long twitters! I`m off to Cuba,sooo long twitters! I`m off to Cuba,neutral
1eba394ab7,EXPECTO PATRONUM!!! ----- nothing happens..,nothing happens..,neutral
02324c15a6, Eeee! Hiya!  Haven`t spoken to you in ages! How you doing? *enormous hug*,Eeee! Hiya!  Haven`t spoken to you in ages! How you doing? *enormous hug*,neutral
a1612cb824,_cupcakes that busy wowsa .. okay my pizzas gonna be a while  sorry..,sorry..,negative
874f86b2e9, sounds good. Appreciate the suggestion. Been a week now and we`re still offline  Time to ask for a refund...,good.,positive
2b0c531715, no wine here - I don;t drink  - but I have have plenty of forbidden cholocate,no wine here - I don;t drink  - but I have have plenty of forbidden cholocate,neutral
50478b34e4,I know I`m already a week behind on FF. Will TRY to get one done today! Called into work 2hrs early due to problems so will be a busy day,problems,negative
fd5f0617ac, let be me your first,let be me your first,neutral
9f9f89fc88,"dont know why so tired today  bye, time for beddy","dont know why so tired today  bye,",negative
0762830d7e,Beer pong  at 6am  with jess,Beer pong  at 6am  with jess,neutral
1d4d34f08d, just saw a baby blue regal with the word 'SLAB' written in huge letters on the side  hahaaaa,just saw a baby blue regal with the word 'SLAB' written in huge letters on the side  hahaaaa,neutral
df8b0a5876, cute   Time for a twitpic ;),cute,positive
cf64659773,Woo! Nachos AND ice cream  haha,Woo! Nachos AND ice cream  haha,neutral
5f2c4039cd,Will be your DJ for a little while! Tune in if you want  www.soompiradio.com ,Will be your DJ for a little while! Tune in if you want  www.soompiradio.com,neutral
0a9700ccbf,"milan is retardeddddddd, anyone wanna see my paint pic of him ???","milan is retardeddddddd, anyone wanna see my paint pic of him ???",neutral
198db23954,"Still @ hospital, unexpected complications","Still @ hospital, unexpected complications",neutral
e4aa953623, bad luck  oh well next time you will be more lucky...,bad luck  oh well next time you will be more lucky...,neutral
0531b5db31,_Roy i tell them it`s facebook minus everything but the status updates.,_Roy i tell them it`s facebook minus everything but the status updates.,neutral
508435b32d, thanks will try to behave,thanks will try to behave,positive
39aa972f8e," hey you, honey bear! Don`t goooooooo  puhleeezeee..","hey you, honey bear! Don`t goooooooo  puhleeezeee..",neutral
b12cead655,"just woke up, hopefully going to see the Xmen film today?","just woke up, hopefully going to see the Xmen film today?",neutral
d1f48cfb44,Heading to Beaumont,Heading to Beaumont,neutral
02f0c7077c,Happy Mother`s Day! I love my mommy,Happy,positive
01e21d2e1d,"Morning, up early to travel to today`s game but reli happy my bro is coming to watch me  x",happy,positive
2d6dce838d,"My tooth is bloody killing, not sure I can wait until next week to get it fixed","My tooth is bloody killing, not sure I can wait until next week to get it fixed",neutral
9c40dc8d20,any other Mac users completely given up on Google Chrome?,any other Mac users completely given up on Google Chrome?,neutral
9e100005ce,going to sleep with my baby,going to sleep with my baby,neutral
cc4c1ddb8b,"to  and , thanks for following me.","to  and , thanks for following me.",positive
4bb86f46e1,; why is the font so huge?! small fonts rock socks,; why is the font so huge?! small fonts rock socks,neutral
9bc2b29bdd," I love you, baby",love,positive
93ee768679, What would you know about packing? You`re making poor Lauren do it all.,? You`re making poor,negative
490d822c76,"So there aren`t anymore exams, but there is only 3 days left. I`ve just now relized this is a bad thing.  And a good thing. I dont know.",I`ve just now relized this is a bad thing.  And a good thing. I dont know.,neutral
e570711aaa,its almost lunch time for you,its almost lunch time for you,neutral
12fd67f83a," Bill, absolutely fantastic programme. Loved the `cow bell` bit towards the end.",absolutely fantastic,positive
5da7eca093, So you wouldn`t reply to my gorgeous hot pink shoe then?,gorgeous,positive
a6248bd052, wish you were sluttin it up w me  waaaaaaaaahhhh!!!,wish,positive
1a813d33fb,"sure miss Chick, tho...may he RIP!",miss,negative
b0d4c896f2,any one watching justin timberlake on SNL? He is greattttt! So hilarious,greattttt!,positive
3f3d441ad7,Listening music with my friend,Listening music with my friend,neutral
7edf250b15,****! ayoko na!! I said that in tagalog cuz idk what to do anymore!,****!,negative
4892828dd2,_ oh god i just watched it to!! did claire escape? AGAIN!!! it was really quite sad,it was really quite sad,negative
82e0928270,nice night  bed time; work from 4:30-8:45 tomorrow,nice,positive
d7b5f796b9,I HATE CANCER. I HATE IT I HATE IT I HATE IT.,I HATE CANCER. I HATE IT I HATE IT I HATE IT.,negative
aea595ddd2, Haha most def ^__^ Rob a bank with me so i could get all the swedish fishes in the world,Haha most def ^__^ Rob a bank with me so i could get all the swedish fishes in the world,neutral
b19376c3bd,"just got back from..ahem, meal#4...was boring but had to eat nonetheless",was boring but had to eat nonetheless,negative
2836b09949,"a reply from  would  make my life, he replies usually to the people who call him ****, then he tells them he willblok them","a reply from  would  make my life, he replies usually to the people who call him ****, then he tells them he willblok them",negative
7b745e4543,please?,please?,positive
40c25ade49,"me 10 - 630, andrew 8 - 4. No idea about the rest, I think it was Ben and Princeton which could be fun  lol I`m going to be late",fun,positive
0f38937a7d," ****! First Yes, than Frank Zappa...","****! First Yes, than Frank Zappa...",neutral
3607fa2202,"  i know the feeling, working so much sucks hardcore. we need to hang out soon",ch sucks hardcore,negative
e405c7478c,I am not feeling well,I am not feeling well,negative
b1b8c03333,"Every time it rains, I see at least 1 ambulance","Every time it rains, I see at least 1 ambulance",negative
16b9cd0fad,Lovin  the clean shaven Mr Flowers!  He looks so young!!!  Reminds me that I`m getting old,Lovin  the clean shaven Mr Flowers!  He looks so young!!,positive
ded5c078aa,i hate getting put on steroids. my face,i hate getting put on steroids.,negative
501fcb3256, cool !! actually i believe T.I. has just begun his jail sentence in arkansas,cool,positive
8bbc5a402c,Saw the new Star Trek movie the other day. I strongly recommend it!,I strongly recommend it!,positive
384d9e877d," yeah, but no closer to the secret of stumble.","yeah, but no closer to the secret of stumble.",neutral
d57619cff1,i need to write really bad. can someone go get my diary from my flat for me,bad.,negative
ca092b6174, I`m sure  would know of more,I`m sure  would know of more,neutral
1d4f2a5dc2, You have to come to Chile... with AC/DC would be fine,You have to come to Chile... with AC/DC would be fine,neutral
a3eec5f146,Good morning to all- and welcome new followers!,ood morning to all- and welcome new,positive
bffef1f686,Lying in bed with my most favorit girl in the world. happy mommys day to me.,Lying in bed with my most favorit girl in the world. happy mommys day to me.,positive
72c189d82a,Ugh i have boom boom pow stuck in my head and i hate that song,i hate that song,negative
3456a32027, Exactly! Silent treatment is a great torture method,Silent treatment is a great torture method,negative
c2ff27ef17,is at the farm doing what i do best...RIDING MY **** OFF!!!...get at me,is at the farm doing what i do best...RIDING MY **** OFF!!!...get at me,neutral
257ec49d8e,"feelin depressed ,, i miss you soo **** fcking much besties  ..i wish i wouldnt have left yt",depressed,negative
662574f8a9, Prowse? I got a Christmas card of him last year.  & I wish I had the money right now. Saving for an apartment,Prowse? I got a Christmas card of him last year.  & I wish I had the money right now. Saving for an apartment,neutral
d64d23565e, i would be looking forward to seeing you tonight if i was going,looking forward to seeing you,positive
c2d2f32e06, everything is near here in SG! but you have a point--sana hindi sa Jurong East ang office ni ,everything is near here in SG! but you have a point--sana hindi sa Jurong East ang office ni,neutral
5a0e0c34b8,is super happy at the new interest rate.  whoop whoop.,super happy,positive
09c78b9863," I use an external track ball with my laptop. Again, seems excessive, but is totally more efficient.",is totally more efficient.,positive
a06eb9f9f6,Im a loner  haha suckss,suckss,negative
aa7f0f2994,"Is in the badbooks again, don`t know why I bother",bother,negative
4a0fdcd770,i was too slow to get $1 Up tix,i was too slow,negative
f13a09937c,Blogging-- http://13tolife.us/ Mentioning links to contests where you might just win a free book or two!,Blogging-- http://13tolife.us/ Mentioning links to contests where you might just win a free book or two!,neutral
95c19681d7, yeah  just told Stanley its the only time I want to slap girls icky **** encoraging bad behavior,o slap,negative
098d92c804, totally! I`ve been waitin for somethin new and thought provoking at mj.name,thought provoking,positive
48a4dafe66,my tummy hurts!,hurts!,negative
5b0af4f99c,Way to many people were crying at the school picnic and now I have to decide if I want to go back or go to public. I`m confused and sad,I`m confused and sad,negative
d353471c64, but thats 7 weeks away  Im sure we got by only tweeting at night before?,but thats 7 weeks away  Im sure we got by only tweeting at night before?,neutral
b8ea6c30db, bit excited are u bradie lol,excited,positive
63d91c25a2, - mostley yellow and green,- mostley yellow and green,neutral
ef3b84f0d5,"bummed i didnt get to see manchester orchestra bc it was sold out, i spent all night buying tv shows on itunes  lame",lame,negative
ce34816338,Back from Miami. I miss South Beach,miss,negative
ffc88ead32,First sports banquet without katie,First sports banquet without katie,neutral
f28af05ca2, Yay! Thank you.. Feels like ur yelling at us   LOL,Yay! Thank you.. Feels like ur yelling at us   LO,neutral
03328a301b, so nice to meet you too!  is the best for bringing me along,nice,positive
2be28aa90b," LOL, very true. I`ve been keeping an eye out for that - they arent very tech savvy so I`ve been alright thus far","LOL, very true. I`ve been keeping an eye out for that - they arent very tech savvy so I`ve been alright thus far",neutral
689d5ce26c," well it sounds delicious! i`ll be laying out on my patio tom, sans pool!  Enjoy your burgers!!",delicious!,positive
fbb718fa07,dinner was yummy and all... but i`m still super tired after all the things we went through to enroll for college.,dinner was yummy and all... but i`m still super tired after all the things we went through to enroll for college.,neutral
acdea0cf39,"Just figured out why only strong guys are supposed to put heavy things on top shelves, ouch!",ouch!,negative
6cfc00e377,Saw the UCLA bookstore...now convinced that every single major university has a better bookstore than    Having fun so far!,better,positive
7640d8aa07,"_crazyangel oh noooo, did he not get through?","oh noooo, did he not get through?",negative
07324d05c0,and now its raining,and now its raining,neutral
54e5378799," haha, yeah i meant mall! -winks back-",-winks back-,positive
37d0b54353,1/2 day tomorrow  carla coming over after school.,1/2 day tomorrow  carla coming over after school.,neutral
d27e0ab61d,"Welcoming new #followers: , ,   ,  & . Thanks for the love. Tweet on!",& . Thanks for the lov,positive
def629703b, love u!! and love mr. player! come visit me  i miss u girls,love,positive
ce5d68dc85,its awful breezy out here good thing they sold blankets!,its awful breezy out here good thing they sold blankets!,neutral
bab64fe81d,I miss the concert Tuesday already. I`d really like a time machine to go see it again... It was so fun...,I miss the concert Tuesday already. I`d really like a time machine to go see it again... It was so fun...,neutral
f70d004b2f,"Need to dye my hair, can see a slight hint of ginger","Need to dye my hair, can see a slight hint of ginger",neutral
80c3362077,"_World LOL! poor cubbies! brewers on a roll?? my rangers lost, but my Leafs won!","_World LOL! poor cubbies! brewers on a roll?? my rangers lost, but my Leafs won!",neutral
84e92ac480,its like 2 in the morning..sometimes I just don`t know exactly what is best to do..but I will def. figure it out!  ...HAPPY MOMS DAY!,its like 2 in the morning..sometimes I just don`t know exactly what is best to do..but I will def. figure it out!  ...HAPPY MOMS DAY!,neutral
19423385eb,"Home, getting ready to back to work on Monday.  Maternity leaves is up","Home, getting ready to back to work on Monday.  Maternity leaves is up",neutral
0569c90a22, Hi Serena just want to say good luck in Madrid and Paris this month,good luck,positive
8459d648d9,"  i got one too, but it was on a usb key without the fancy packaging","i got one too, but it was on a usb key without the fancy packaging",neutral
5fdef7c874, yeah...she passed last week.  so sad!,yeah...she passed last week.  so sad!,negative
b1121e2efe, lol The sun is hiding hes having a lie in  hows you?,The sun is hiding hes having a lie in  hows you?,neutral
3b4b3133c5, I knw maan! i was gonna say the same thing. We both would become omelettes and others would become chapathis,I knw maan! i was gonna say the same thing. We both would become omelettes and others would become chapathis,neutral
06f354563e,  i just want to wish your mom a happy mothers day!,a happy mothers day!,positive
c5162c4900, thank you for the re-tweet,thank you for the re-tweet,positive
3333672c6e,_beanz **** sorry to hear that tina...,sorry,negative
14323569cc, i want to! but im not over 18 and t&c says over 18`s only  wanna make an exception for me ;),i want to! but im not over 18 and t&c says over 18`s only  wanna make an exception for me ;),neutral
37a4e0eee7, hey we were doing the same thing this weekend! but it was for the kiddos...gotta love ikea,..gotta love ikea,positive
9926582164,Indo Girl in Thai Traditional Clothes being object for tourist at Wat Arun,Indo Girl in Thai Traditional Clothes being object for tourist at Wat Arun,neutral
1445716af3, whoa... if the alcohol won`t get you buzzed... the price will,whoa... if the alcohol won`t get you buzzed... the price will,negative
ef60c9b3de,Can`t sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.,Sucks.,negative
cd549c7d0c,Plans were taking flight to go out tonight but they`re now sinking in the Hudson since I have to work in he morning. Stupid bird strike.,Stupid bird strike.,negative
95578e1883,- me and my mom`s cars were broken into.  I feel violated.,I feel violated.,negative
f9790dc1f0,Twas a good show. I even liked Ciara`s last song.   Time for me to go to bed. G`night!,good,positive
67b41c2332,Ugh!! Why isn`t inFamous on xbox360!!!?? **** lame.. Its only on PS3..,**** lame..,negative
ad8913b64c," Great stuff, can`t wait to hear it!",Great,positive
0045289be0,hommmmmme! good day,good day,positive
f8b6df5986,"just spent the day with Bridget and a small thing that got wind and farted a lot - oh yeah, her baby! Now slightly broody!","just spent the day with Bridget and a small thing that got wind and farted a lot - oh yeah, her baby! Now slightly broody!",neutral
e5b86c0cac,"made it into leadership, buttt i`m still not happy! how can i enjoy it without my best friend?",not happy!,negative
0be4c3c292," Hi Mel, if you feel unhappy just take a bit of fries but don`t overdo.  If can help it don`t",unhappy,negative
bcb1b79e4f, Haha of course! That`s my favorite album of all time,favorite album of all time,positive
c9550d099b, im so upset u were at US weekly my uncle works there but he apparently didnt know how big of a fan i am!,im so upset u were at US weekly my uncle works there but he apparently didnt know how big of a fan i am!,neutral
84273b7d61,"If anyone has a dreamwidth spare invite code lying around, could you please spare me one? Pretty please?","If anyone has a dreamwidth spare invite code lying around, could you please spare me one? Pretty please?",neutral
2f2c8a01e2,I meant mamas,I meant mamas,neutral
ce791e2133,i have never seen Wall-E. i am confused because i had no idea what you guys were talking about... hehe!  now i do though!,i have never seen Wall-E. i am confused because i had no idea what you guys were talking about... hehe!  now i do though!,neutral
95d808f884, Hey! That`s about what ours was... for round 1. :/ Round 2 next week...,Hey! That`s about what ours was... for round 1. :/ Round 2 next week...,neutral
50c268aaac,"Woke up.. Walked out of my room, and a bug flew in my eye","Woke up.. Walked out of my room, and a bug flew in my eye",neutral
46b6cb4986,I don`t want to work tomorrow. I don`t feel good. Haven`t felt good in 4 days =/ My body needs rest but my mind won`t slow down!,I don`t feel good. Haven`t felt good in 4 days,negative
2902a9d405,Is not looking forward to the LSAT,Is not looking forward to the LSAT,neutral
2036d073e1,enjoying the great sunshine.. from indoors.. I don`t feel good today,enjoying the great sunshine.. from indoors.. I don`t feel good today,neutral
0e2f4a45cc,my stupid msn wont sign in,my stupid msn wont sign in,negative
d7ac3e4041,So guttered that Ruby got eliminated from NZNTM..  I`m all about supporting the locals. Haha. Hosanna better not win..!,So guttered that Ruby got eliminated from NZNTM..  I`m all about supporting the locals. Haha. Hosanna better not win..!,neutral
1c03bd563c,http://twitpic.com/4wh0o - My mommys gummy mothers day posterrr!,http://twitpic.com/4wh0o - My mommys gummy mothers day posterrr!,neutral
5678f1f769, one of my favorite quotes ever,favorite,positive
1990d1f25b,had to give my 5 year old golden retriever away to another family today  #sad http://bit.ly/s48D0,#sad,negative
b244cf82f7, Go girl!! Start your day out right...gotta love that!,love,positive
14d03fee74, you didn`t say you were leaving yesterday! You won`t see me at the house anymore once you get back... tear tear,you didn`t say you were leaving yesterday! You won`t see me at the house anymore once you get back... tear tear,neutral
0738c66256, Thanks for the well wishes and hope ur day is also quite successful,hope ur day is also quite successful,positive
c6468c160e,Updating to the latest version of Adium now. What a great app!,great,positive
d8c937d442,Happy #juddday everybody!,Happy,positive
6a7a60b55f,Sitting outside with my laptop  Its kinda nice,Its kinda nice,positive
25a4f035bc,_Lia Should have grabbed some on the way to work,Should have grabbed some on the way to work,neutral
ed31aaf838,Just home from work!!!!! Need to continue packing. Raerae is gone for the weekend.   Mya and I are hanging out,Just home from work!!!!! Need to continue packing. Raerae is gone for the weekend.   Mya and I are hanging out,neutral
04aaabac04,speechless,speechless,neutral
85d421f476," ooh i know it, i can hold your hand","ooh i know it, i can hold your hand",neutral
291e485b3b,going down the post office to try and sort this whole ebay hacker thing,whole ebay hacker th,negative
f573cc7b8b,I thought when u go #2 your tummy is supposed to feel better not worse,I thought when u go #2 your tummy is supposed to feel better not worse,neutral
0e28857f4b,"http://twitpic.com/675t7 - Square B - she is sad because she wasn`t there and now she`s, well, square  (crocheted bee with poly fibe ...",she is sad,negative
d0572e64f5,Getting a pedicure. I love these. My massage did not include a leg/arm/foot massage today.,Getting a pedicure. I love these. My massage did not include a leg/arm/foot massage today.,neutral
30634daa75,My brain hurts,hurts,negative
623c5653ff,good night fellow Twitterati. back to work tomorrow,good night,positive
77598684ac,"i was awake 7 hours ago, should have checked twitter","i was awake 7 hours ago, should have checked twitter",neutral
537c2a7ee6,Just want to wish everyond a Happy Mother`s Day. Hope it`s a great one!,wish everyond a Happy Mother`s Day. Hope it`s a great one!,positive
6842771f9d,"Dagnamit, latest power twitter update is pants - no clickable links","Dagnamit, latest power twitter update is pants - no clickable links",neutral
45665a805b,I smashed my pinky in julia`s car door... **** my life...,**** my life...,negative
802a61618c,new neighbors are moving in.... off to give my brazil presentation that i shouldve given on wed!!! but some people went overtime,new neighbors are moving in.... off to give my brazil presentation that i shouldve given on wed!!! but some people went overtime,neutral
5dae78c746,Chilling at home,Chilling at home,positive
81688f3ec0,Off work,Off work,neutral
783ebadc5a," You are clearly very busy  Take care of yourself, and I am sure you will be fine; takes one to know one ;)",nd I am sure you will be fine,positive
dc99f59bb2,Went to Di Bella coffee roasters today and asked for a job...   The person I needed to speak to is on holiday...  #fb,Went to Di Bella coffee roasters today and asked for a job...   The person I needed to speak to is on holiday...  #f,neutral
8fab307adc, I trailed the streets of Sheffield and couldn`t find the pub!  And all the numbers I had were landlines. How goes it?,I trailed the streets of Sheffield and couldn`t find the pub!  And all the numbers I had were landlines. How goes,neutral
8e917d2a5f,dedicating the next 2 hours to cleaning the house,dedicating the next 2 hours to cleaning the house,neutral
e7898899a3, Sunday and Mother`s day!,Sunday and Mother`s day!,neutral
4300c847a9,http://bit.ly/s7hQe   Translate XMind to your language.,Translate XMind to your language.,neutral
36c6258c2a,Happy Mothers Day,Happy Mothers Day,positive
2f18006711," Happy Mothersday btw! Look at the bright side, you can chill all day today","Happy Mothersday btw! Look at the bright side, you can chill all day today",positive
